,State,Electoral_Votes,Winner,Total_Vote_Count,Trump_Vote_Count,Biden_Vote_Count,Trump_Vote_Percent,Biden_Vote_Percent
40,South Dakota,3,Trump,367703,223897,128628,60.891,34.981
41,Tennessee,11,Trump,2772867,1690727,961990,60.974,34.693
42,Texas,40,Trump,9932491,5228746,4326743,52.643,43.562
43,Utah,6,Trump,1227402,842813,334936,68.666,27.288
44,Vermont,3,Biden,314236,117184,183523,37.292,58.403
45,Virginia,13,Trump,3587340,1765818,1685257,49.224,46.978
46,Washington,12,Biden,3312978,1402063,1782378,42.32,53.8
47,West Virginia,4,Trump,700786,498254,174480,71.099,24.898
48,Wisconsin,10,Trump,2579804,1256383,1230129,48.701,47.683
49,Wyoming,3,Trump,218876,177068,32963,80.899,15.06
50,District of Columbia,3,Biden,400469,38264,348607,9.555,87.05
0,Alabama,9,Trump,1998999,1184339,744342,59.247,37.236
1,Alaska,3,Trump,298724,166224,121852,55.645,40.791
2,Arizona,11,Trump,2846679,1463895,1276810,51.425,44.853
3,Arkansas,6,Trump,1086857,754976,286978,69.464,26.404
4,California,54,Biden,13621219,4810975,8280928,35.32,60.794
5,Colorado,10,Biden,2529114,1102737,1330209,43.602,52.596
6,Connecticut,7,Biden,1421675,628160,739748,44.185,52.034
7,Delaware,3,Biden,462338,199563,244151,43.164,52.808
8,Florida,30,Trump,7813125,4102852,3424430,52.512,43.829
9,Georgia,16,Trump,4218496,2253644,1796600,53.423,42.589
10,Hawaii,4,Biden,521445,205038,298183,39.321,57.184
11,Idaho,4,Trump,733306,494507,208378,67.435,28.416
12,Illinois,19,Biden,4887292,2117543,2559665,43.328,52.374
13,Indiana,11,Trump,2605405,1588747,918192,60.979,35.242
14,Iowa,6,Trump,1384781,832181,496421,60.095,35.848
15,Kansas,6,Trump,1269136,753769,461917,59.392,36.396
16,Kentucky,8,Trump,1856385,1244929,534817,67.062,28.81
17,Louisiana,8,Trump,1771887,1009008,697070,56.945,39.341
18,Maine,4,Trump,684398,340888,315231,49.808,46.06
19,Maryland,10,Biden,2639444,902427,1634152,34.19,61.913
20,Massachusetts,11,Biden,2894348,966479,1806093,33.392,62.401
21,Michigan,15,Trump,4637393,2283099,2178290,49.232,46.972
22,Minnesota,10,Trump,2603681,1252564,1252030,48.107,48.087
23,Mississippi,6,Trump,1257328,729017,479148,57.981,38.108
24,Missouri,10,Trump,2824465,1588509,1134115,56.241,40.153
25,Montana,4,Trump,490098,303780,167416,61.984,34.16
26,Nebraska,5,Trump,745552,442090,271868,59.297,36.465
27,Nevada,6,Trump,1148310,597557,507567,52.038,44.201
28,New Hampshire,4,Biden,643401,308988,309745,48.024,48.142
29,New Jersey,14,Trump,3519228,1751683,1623810,49.775,46.141
30,New Mexico,5,Biden,820837,372425,417547,45.371,50.868
31,New York,28,Biden,7116167,3180805,3664518,44.698,51.496
32,North Carolina,16,Trump,3662203,1934443,1579435,52.822,43.128
33,North Dakota,3,Trump,334703,227587,94605,67.997,28.265
34,Ohio,17,Trump,4709306,2493678,2048065,52.952,43.49
35,Oklahoma,7,Trump,1547754,1023478,461275,66.127,29.803
36,Oregon,8,Biden,2064270,847533,1118212,41.057,54.17
37,Pennsylvania,19,Trump,5605182,2853855,2544846,50.915,45.402
38,Rhode Island,4,Biden,500283,221767,255912,44.328,51.153
39,South Carolina,9,Trump,1992379,1160925,755808,58.268,37.935
40,South Dakota,3,Trump,368150,223935,128966,60.827,35.031
41,Tennessee,11,Trump,2772857,1689448,963025,60.928,34.73
42,Texas,40,Trump,9932573,5229057,4325108,52.646,43.545
43,Utah,6,Trump,1229286,843311,336379,68.602,27.364
44,Vermont,3,Biden,314364,117744,182955,37.455,58.198
45,Virginia,13,Trump,3589090,1767122,1685946,49.236,46.974
46,Washington,12,Biden,3310277,1399564,1782087,42.279,53.835
47,West Virginia,4,Trump,701331,498229,174652,71.04,24.903
48,Wisconsin,10,Trump,2578458,1256009,1229617,48.712,47.688
49,Wyoming,3,Trump,219063,177313,33011,80.942,15.069
50,District of Columbia,3,Biden,399588,38440,347547,9.62,86.976
0,Alabama,9,Trump,1998147,1183791,743039,59.244,37.186
1,Alaska,3,Trump,297923,165807,121515,55.654,40.787
2,Arizona,11,Trump,2846621,1464108,1276709,51.433,44.85
3,Arkansas,6,Trump,1086830,755372,286925,69.502,26.4
4,California,54,Biden,13620498,4809034,8282239,35.307,60.807
5,Colorado,10,Biden,2529162,1102182,1330896,43.579,52.622
6,Connecticut,7,Biden,1422622,629538,739703,44.252,51.996
7,Delaware,3,Biden,462595,199101,244843,43.04,52.928
8,Florida,30,Trump,7814539,4100407,3429070,52.472,43.881
9,Georgia,16,Trump,4218927,2252671,1797855,53.394,42.614
10,Hawaii,4,Biden,520810,204682,297674,39.301,57.156
11,Idaho,4,Trump,733471,494348,208139,67.398,28.377
12,Illinois,19,Biden,4885846,2115767,2560352,43.304,52.403
13,Indiana,11,Trump,2606459,1588906,919085,60.96,35.262
14,Iowa,6,Trump,1384469,831984,496280,60.094,35.846
15,Kansas,6,Trump,1269392,753233,462426,59.338,36.429
16,Kentucky,8,Trump,1855493,1244010,535402,67.045,28.855
17,Louisiana,8,Trump,1771568,1009093,696604,56.96,39.321
18,Maine,4,Trump,684653,340248,316401,49.696,46.213
19,Maryland,10,Biden,2640559,901733,1636229,34.149,61.965
20,Massachusetts,11,Biden,2893648,965426,1807124,33.364,62.451
21,Michigan,15,Trump,4635085,2280850,2177840,49.208,46.986
22,Minnesota,10,Biden,2603495,1252085,1252780,48.092,48.119
23,Mississippi,6,Trump,1257333,728592,479531,57.947,38.139
24,Missouri,10,Trump,2823877,1587242,1134290,56.208,40.168
25,Montana,4,Trump,490177,303457,167816,61.908,34.236
26,Nebraska,5,Trump,746144,443414,271199,59.427,36.347
27,Nevada,6,Trump,1148451,596350,508788,51.926,44.302
28,New Hampshire,4,Biden,642665,308544,308985,48.01,48.079
29,New Jersey,14,Trump,3522036,1754504,1623503,49.815,46.096
30,New Mexico,5,Biden,820082,372039,416893,45.366,50.836
31,New York,28,Biden,7115122,3181565,3662951,44.716,51.481
32,North Carolina,16,Trump,3664230,1936404,1579152,52.846,43.096
33,North Dakota,3,Trump,334277,227454,94526,68.044,28.278
34,Ohio,17,Trump,4709358,2493244,2048473,52.942,43.498
35,Oklahoma,7,Trump,1547588,1025083,459814,66.237,29.712
36,Oregon,8,Biden,2064172,849522,1116454,41.156,54.087
37,Pennsylvania,19,Trump,5606441,2851793,2546874,50.866,45.428
38,Rhode Island,4,Biden,500640,222772,255473,44.497,51.029
39,South Carolina,9,Trump,1991395,1160523,755463,58.277,37.936
40,South Dakota,3,Trump,367995,224253,128805,60.939,35.002
41,Tennessee,11,Trump,2771681,1690030,961233,60.975,34.681
42,Texas,40,Trump,9929942,5223395,4329170,52.602,43.597
43,Utah,6,Trump,1228964,843068,336096,68.6,27.348
44,Vermont,3,Biden,313968,117175,183058,37.321,58.305
45,Virginia,13,Trump,3587427,1765611,1684880,49.217,46.966
46,Washington,12,Biden,3310743,1400767,1781619,42.31,53.813
47,West Virginia,4,Trump,700844,497427,174883,70.975,24.953
48,Wisconsin,10,Trump,2579733,1255921,1230286,48.684,47.69
49,Wyoming,3,Trump,219117,177505,32863,81.009,14.998
50,District of Columbia,3,Biden,399985,38496,347641,9.624,86.914
0,Alabama,9,Trump,1998248,1183123,744892,59.208,37.277
1,Alaska,3,Trump,298485,166410,121464,55.752,40.694
2,Arizona,11,Trump,2847191,1463532,1277660,51.403,44.874
3,Arkansas,6,Trump,1086638,754752,287569,69.458,26.464
4,California,54,Biden,13623747,4810260,8284816,35.308,60.812
5,Colorado,10,Biden,2527960,1101624,1330407,43.578,52.628
6,Connecticut,7,Biden,1421963,627575,740577,44.134,52.081
7,Delaware,3,Biden,462307,199524,244100,43.158,52.8
8,Florida,30,Trump,7813410,4100721,3427682,52.483,43.869
9,Georgia,16,Trump,4218362,2250910,1798095,53.36,42.625
10,Hawaii,4,Biden,520317,203965,297870,39.2,57.248
11,Idaho,4,Trump,733352,494423,207959,67.42,28.357
12,Illinois,19,Biden,4887590,2117247,2560255,43.319,52.383
13,Indiana,11,Trump,2606856,1589463,919551,60.972,35.274
14,Iowa,6,Trump,1384728,832415,496239,60.114,35.837
15,Kansas,6,Trump,1269135,753604,461767,59.379,36.384
16,Kentucky,8,Trump,1856505,1243712,536419,66.992,28.894
17,Louisiana,8,Trump,1771234,1008978,696288,56.965,39.311
18,Maine,4,Trump,684684,340631,315814,49.75,46.126
19,Maryland,10,Biden,2639390,902437,1634529,34.191,61.928
20,Massachusetts,11,Biden,2893272,966787,1805230,33.415,62.394
21,Michigan,15,Trump,4635402,2281891,2176927,49.227,46.963
22,Minnesota,10,Trump,2601323,1251867,1251063,48.124,48.093
23,Mississippi,6,Trump,1256403,728104,479064,57.951,38.13
24,Missouri,10,Trump,2824719,1588223,1134447,56.226,40.161
25,Montana,4,Trump,490564,303083,168543,61.783,34.357
26,Nebraska,5,Trump,745646,442855,271155,59.392,36.365
27,Nevada,6,Trump,1148594,597157,508111,51.99,44.238
28,New Hampshire,4,Trump,642828,309069,308655,48.08,48.015
29,New Jersey,14,Trump,3520933,1751892,1624957,49.756,46.151
30,New Mexico,5,Biden,821430,372187,418311,45.31,50.925
31,New York,28,Biden,7116731,3182368,3664842,44.717,51.496
32,North Carolina,16,Trump,3666516,1936919,1580755,52.827,43.113
33,North Dakota,3,Trump,334481,227826,94104,68.113,28.134
34,Ohio,17,Trump,4708888,2491491,2050282,52.91,43.541
35,Oklahoma,7,Trump,1547361,1024087,460699,66.183,29.773
36,Oregon,8,Biden,2064149,848603,1117158,41.112,54.122
37,Pennsylvania,19,Trump,5605919,2853124,2546298,50.895,45.422
38,Rhode Island,4,Biden,500180,221107,256414,44.205,51.264
39,South Carolina,9,Trump,1991744,1162415,753456,58.362,37.829
40,South Dakota,3,Trump,367771,223783,128798,60.848,35.021
41,Tennessee,11,Trump,2771919,1690289,961717,60.979,34.695
42,Texas,40,Trump,9931275,5225820,4329057,52.62,43.59
43,Utah,6,Trump,1228715,843694,335185,68.665,27.279
44,Vermont,3,Biden,314103,117395,183076,37.375,58.285
45,Virginia,13,Trump,3588081,1767259,1684558,49.254,46.949
46,Washington,12,Biden,3311055,1400348,1781998,42.293,53.82
47,West Virginia,4,Trump,700894,498390,174270,71.108,24.864
48,Wisconsin,10,Trump,2577896,1256543,1228425,48.743,47.652
49,Wyoming,3,Trump,219099,177515,32724,81.02,14.936
50,District of Columbia,3,Biden,399474,38624,347119,9.669,86.894
0,Alabama,9,Trump,1998397,1171271,757377,58.611,37.899
1,Alaska,3,Trump,298348,164009,123901,54.972,41.529
2,Arizona,11,Trump,2845551,1448242,1292193,50.895,45.411
3,Arkansas,6,Trump,1087622,746329,297216,68.62,27.327
4,California,54,Biden,13621702,4758707,8340274,34.935,61.228
5,Colorado,10,Biden,2528716,1089792,1343632,43.097,53.135
6,Connecticut,7,Biden,1422418,621814,747591,43.715,52.558
7,Delaware,3,Biden,462221,197657,246086,42.762,53.24
8,Florida,30,Trump,7815070,4059341,3472690,51.942,44.436
9,Georgia,16,Trump,4219250,2227093,1824756,52.784,43.248
10,Hawaii,4,Biden,520435,202099,300037,38.833,57.651
11,Idaho,4,Trump,732713,488420,214001,66.659,29.207
12,Illinois,19,Biden,4886257,2088531,2590021,42.743,53.006
13,Indiana,11,Trump,2606499,1570438,938414,60.251,36.003
14,Iowa,6,Trump,1384969,823179,506582,59.437,36.577
15,Kansas,6,Trump,1269615,744853,471758,58.668,37.158
16,Kentucky,8,Trump,1855628,1227647,553052,66.158,29.804
17,Louisiana,8,Trump,1771202,999353,706452,56.422,39.885
18,Maine,4,Trump,684521,337037,319825,49.237,46.722
19,Maryland,10,Biden,2640547,892921,1646169,33.816,62.342
20,Massachusetts,11,Biden,2892643,952729,1819525,32.936,62.902
21,Michigan,15,Trump,4635722,2256509,2205238,48.677,47.571
22,Minnesota,10,Biden,2602910,1236306,1268720,47.497,48.742
23,Mississippi,6,Trump,1257385,720432,488299,57.296,38.834
24,Missouri,10,Trump,2824738,1571347,1152221,55.628,40.79
25,Montana,4,Trump,490318,300088,171439,61.203,34.965
26,Nebraska,5,Trump,746403,438123,277003,58.698,37.112
27,Nevada,6,Trump,1147989,590356,515020,51.425,44.863
28,New Hampshire,4,Biden,643181,305558,313003,47.507,48.665
29,New Jersey,14,Trump,3520424,1732576,1644871,49.215,46.724
30,New Mexico,5,Biden,819845,367319,422151,44.803,51.492
31,New York,28,Biden,7116653,3144563,3704492,44.186,52.054
32,North Carolina,16,Trump,3664800,1913586,1604635,52.215,43.785
33,North Dakota,3,Trump,334244,224821,97075,67.263,29.043
34,Ohio,17,Trump,4709600,2466667,2077169,52.375,44.105
35,Oklahoma,7,Trump,1548207,1012532,474040,65.4,30.619
36,Oregon,8,Biden,2064263,836375,1131390,40.517,54.808
37,Pennsylvania,19,Trump,5603360,2819875,2578610,50.325,46.019
38,Rhode Island,4,Biden,500618,219450,258882,43.836,51.712
39,South Carolina,9,Trump,1991639,1147914,768705,57.637,38.597
40,South Dakota,3,Trump,367647,221027,131732,60.119,35.831
41,Tennessee,11,Trump,2772582,1666486,986595,60.106,35.584
42,Texas,40,Trump,9930028,5168667,4387961,52.051,44.189
43,Utah,6,Trump,1228161,832548,346327,67.788,28.199
44,Vermont,3,Biden,314664,115719,185334,36.775,58.899
45,Virginia,13,Trump,3587870,1747490,1705714,48.705,47.541
46,Washington,12,Biden,3309161,1383282,1798966,41.802,54.363
47,West Virginia,4,Trump,701268,492273,180656,70.198,25.761
48,Wisconsin,10,Trump,2578692,1243398,1242670,48.218,48.19
49,Wyoming,3,Trump,218672,174886,35037,79.976,16.023
50,District of Columbia,3,Biden,399739,38088,348194,9.528,87.105
0,Alabama,9,Trump,1997649,1170399,757023,58.589,37.896
1,Alaska,3,Trump,298301,164394,123326,55.11,41.343
2,Arizona,11,Trump,2847570,1448402,1293929,50.864,45.44
3,Arkansas,6,Trump,1087680,745560,298235,68.546,27.419
4,California,54,Biden,13619721,4756386,8340420,34.923,61.238
5,Colorado,10,Biden,2527705,1089680,1343223,43.109,53.14
6,Connecticut,7,Biden,1423080,621651,748554,43.683,52.601
7,Delaware,3,Biden,462462,196887,246904,42.574,53.389
8,Florida,30,Trump,7812841,4058657,3471348,51.949,44.431
9,Georgia,16,Trump,4217245,2225378,1824186,52.769,43.255
10,Hawaii,4,Biden,520899,202897,299661,38.951,57.528
11,Idaho,4,Trump,733387,488971,214331,66.673,29.225
12,Illinois,19,Biden,4887556,2089424,2589841,42.75,52.988
13,Indiana,11,Trump,2606009,1571561,937383,60.305,35.97
14,Iowa,6,Trump,1384674,822695,506501,59.414,36.579
15,Kansas,6,Trump,1269533,744761,471554,58.664,37.144
16,Kentucky,8,Trump,1855719,1229125,550939,66.234,29.689
17,Louisiana,8,Trump,1770613,997767,706986,56.352,39.929
18,Maine,4,Trump,685254,337128,320320,49.198,46.745
19,Maryland,10,Biden,2640480,892675,1646494,33.807,62.356
20,Massachusetts,11,Biden,2893571,953156,1820587,32.94,62.918
21,Michigan,15,Trump,4637317,2259145,2203404,48.717,47.515
22,Minnesota,10,Biden,2603080,1237740,1267472,47.549,48.691
23,Mississippi,6,Trump,1257028,720428,488042,57.312,38.825
24,Missouri,10,Trump,2824307,1571851,1151067,55.654,40.756
25,Montana,4,Trump,490111,300157,171131,61.243,34.917
26,Nebraska,5,Trump,746130,437125,277637,58.586,37.21
27,Nevada,6,Trump,1148919,591631,514605,51.495,44.79
28,New Hampshire,4,Biden,643081,304996,313119,47.427,48.69
29,New Jersey,14,Trump,3520704,1733091,1645141,49.226,46.728
30,New Mexico,5,Biden,819769,368061,421148,44.898,51.374
31,New York,28,Biden,7117059,3144561,3705029,44.183,52.058
32,North Carolina,16,Trump,3664234,1912646,1604715,52.198,43.794
33,North Dakota,3,Trump,334717,225134,97342,67.261,29.082
34,Ohio,17,Trump,4710215,2468434,2076360,52.406,44.082
35,Oklahoma,7,Trump,1548036,1013081,473252,65.443,30.571
36,Oregon,8,Biden,2063611,835518,1131646,40.488,54.838
37,Pennsylvania,19,Trump,5606544,2821998,2579269,50.334,46.005
38,Rhode Island,4,Biden,500524,218732,259729,43.701,51.891
39,South Carolina,9,Trump,1993190,1148257,770061,57.609,38.635
40,South Dakota,3,Trump,367906,221206,131566,60.126,35.761
41,Tennessee,11,Trump,2773873,1669371,985262,60.182,35.519
42,Texas,40,Trump,9928992,5167267,4389471,52.042,44.209
43,Utah,6,Trump,1227877,833512,345285,67.882,28.12
44,Vermont,3,Biden,314352,115403,185358,36.711,58.965
45,Virginia,13,Trump,3589816,1747427,1707337,48.677,47.561
46,Washington,12,Biden,3311629,1383198,1801288,41.768,54.393
47,West Virginia,4,Trump,701077,492230,180660,70.211,25.769
48,Wisconsin,10,Biden,2578567,1242633,1244008,48.191,48.244
49,Wyoming,3,Trump,219131,175448,35032,80.065,15.987
50,District of Columbia,3,Biden,399933,38266,348187,9.568,87.061
0,Alabama,9,Trump,1998131,1171181,756508,58.614,37.861
1,Alaska,3,Trump,298218,164404,123389,55.129,41.375
2,Arizona,11,Trump,2846278,1449365,1292408,50.921,45.407
3,Arkansas,6,Trump,1087379,746232,297227,68.627,27.334
4,California,54,Biden,13621310,4756907,8340502,34.923,61.231
5,Colorado,10,Biden,2529349,1090273,1343561,43.105,53.119
6,Connecticut,7,Biden,1421394,621819,746889,43.747,52.546
7,Delaware,3,Biden,462081,197552,245861,42.753,53.207
8,Florida,30,Trump,7813388,4057116,3473640,51.925,44.458
9,Georgia,16,Trump,4218214,2225809,1825182,52.767,43.269
10,Hawaii,4,Biden,521052,203078,299695,38.975,57.517
11,Idaho,4,Trump,733238,488498,214403,66.622,29.241
12,Illinois,19,Biden,4886097,2089109,2590082,42.756,53.009
13,Indiana,11,Trump,2605408,1571681,936727,60.324,35.953
14,Iowa,6,Trump,1385323,822395,507764,59.365,36.653
15,Kansas,6,Trump,1269787,743818,472475,58.578,37.209
16,Kentucky,8,Trump,1856163,1229714,551386,66.25,29.706
17,Louisiana,8,Trump,1771451,998991,707653,56.394,39.948
18,Maine,4,Trump,684793,336524,320608,49.142,46.818
19,Maryland,10,Biden,2639833,893096,1645463,33.832,62.332
20,Massachusetts,11,Biden,2893560,955400,1817975,33.018,62.828
21,Michigan,15,Trump,4636373,2255300,2206615,48.644,47.594
22,Minnesota,10,Biden,2603454,1239459,1266368,47.608,48.642
23,Mississippi,6,Trump,1257391,720467,487877,57.299,38.801
24,Missouri,10,Trump,2823770,1569051,1153532,55.566,40.851
25,Montana,4,Trump,490152,300209,171220,61.248,34.932
26,Nebraska,5,Trump,745787,437002,277505,58.596,37.21
27,Nevada,6,Trump,1147599,590802,513836,51.482,44.775
28,New Hampshire,4,Biden,642236,305786,311972,47.613,48.576
29,New Jersey,14,Trump,3520198,1732103,1645911,49.205,46.756
30,New Mexico,5,Biden,820168,367503,422084,44.808,51.463
31,New York,28,Biden,7114704,3145370,3701370,44.209,52.024
32,North Carolina,16,Trump,3664778,1912186,1605704,52.177,43.814
33,North Dakota,3,Trump,334412,225146,96592,67.326,28.884
34,Ohio,17,Trump,4709719,2467907,2076924,52.4,44.099
35,Oklahoma,7,Trump,1547148,1011275,474035,65.364,30.639
36,Oregon,8,Biden,2063934,836371,1130489,40.523,54.774
37,Pennsylvania,19,Trump,5604573,2821946,2577954,50.351,45.997
38,Rhode Island,4,Biden,500718,218563,259965,43.65,51.918
39,South Carolina,9,Trump,1991670,1148056,768524,57.643,38.587
40,South Dakota,3,Trump,368367,221170,132269,60.041,35.907
41,Tennessee,11,Trump,2771072,1666564,985717,60.141,35.572
42,Texas,40,Trump,9930522,5167879,4390174,52.04,44.209
43,Utah,6,Trump,1229094,833749,345905,67.834,28.143
44,Vermont,3,Biden,314430,116050,184869,36.908,58.795
45,Virginia,13,Trump,3588530,1747507,1705701,48.697,47.532
46,Washington,12,Biden,3312380,1385658,1799717,41.833,54.333
47,West Virginia,4,Trump,701435,492768,180527,70.251,25.737
48,Wisconsin,10,Trump,2579089,1244966,1241419,48.272,48.134
49,Wyoming,3,Trump,218972,174867,35248,79.858,16.097
50,District of Columbia,3,Biden,399520,37877,347989,9.481,87.102
0,Alabama,9,Trump,1997737,1169057,758567,58.519,37.971
1,Alaska,3,Trump,298025,163570,123926,54.885,41.582
2,Arizona,11,Trump,2847305,1449237,1293004,50.899,45.412
3,Arkansas,6,Trump,1087159,746764,296398,68.689,27.264
4,California,54,Biden,13621293,4756744,8341783,34.921,61.241
5,Colorado,10,Biden,2529476,1089203,1345350,43.06,53.187
6,Connecticut,7,Biden,1422407,622450,746788,43.76,52.502
7,Delaware,3,Biden,462391,196974,246901,42.599,53.397
8,Florida,30,Trump,7813816,4058297,3473778,51.937,44.457
9,Georgia,16,Trump,4218431,2226236,1825172,52.774,43.267
10,Hawaii,4,Biden,520576,202311,300155,38.863,57.658
11,Idaho,4,Trump,733495,487896,214940,66.517,29.304
12,Illinois,19,Biden,4885574,2088428,2589447,42.747,53.002
13,Indiana,11,Trump,2606657,1573349,936009,60.359,35.908
14,Iowa,6,Trump,1384281,822413,506423,59.411,36.584
15,Kansas,6,Trump,1269902,744149,472783,58.599,37.23
16,Kentucky,8,Trump,1856143,1227686,553052,66.142,29.796
17,Louisiana,8,Trump,1771795,997505,708698,56.299,39.999
18,Maine,4,Trump,684739,336597,320283,49.157,46.774
19,Maryland,10,Biden,2639388,891489,1646037,33.776,62.364
20,Massachusetts,11,Biden,2892938,953604,1819354,32.963,62.889
21,Michigan,15,Trump,4632204,2255901,2202546,48.7,47.549
22,Minnesota,10,Biden,2601351,1237234,1266656,47.561,48.692
23,Mississippi,6,Trump,1256809,721639,486397,57.418,38.701
24,Missouri,10,Trump,2824591,1570830,1152387,55.613,40.798
25,Montana,4,Trump,490490,300101,171432,61.184,34.951
26,Nebraska,5,Trump,746345,437227,277908,58.582,37.236
27,Nevada,6,Trump,1147630,590402,514139,51.445,44.8
28,New Hampshire,4,Biden,643054,305644,312941,47.53,48.665
29,New Jersey,14,Trump,3520368,1732455,1644834,49.212,46.723
30,New Mexico,5,Biden,819931,367693,421569,44.844,51.415
31,New York,28,Biden,7113311,3144654,3700961,44.208,52.029
32,North Carolina,16,Trump,3664998,1911530,1606354,52.156,43.83
33,North Dakota,3,Trump,334533,225147,97105,67.302,29.027
34,Ohio,17,Trump,4710087,2468734,2076277,52.414,44.081
35,Oklahoma,7,Trump,1548714,1013285,473317,65.428,30.562
36,Oregon,8,Biden,2065190,836033,1132081,40.482,54.817
37,Pennsylvania,19,Trump,5606498,2819565,2581573,50.291,46.046
38,Rhode Island,4,Biden,501131,219449,259578,43.791,51.798
39,South Carolina,9,Trump,1991051,1148141,767836,57.665,38.564
40,South Dakota,3,Trump,367718,221188,131690,60.152,35.813
41,Tennessee,11,Trump,2773744,1667107,987496,60.103,35.602
42,Texas,40,Trump,9931224,5168363,4389641,52.042,44.2
43,Utah,6,Trump,1228492,833567,345653,67.853,28.136
44,Vermont,3,Biden,314277,115868,184810,36.868,58.805
45,Virginia,13,Trump,3588171,1747066,1706045,48.69,47.546
46,Washington,12,Biden,3309540,1382738,1799115,41.78,54.361
47,West Virginia,4,Trump,700971,492542,180616,70.266,25.767
48,Wisconsin,10,Trump,2580687,1244924,1243242,48.24,48.175
49,Wyoming,3,Trump,218957,174931,35319,79.893,16.131
50,District of Columbia,3,Biden,400263,38305,348248,9.57,87.005
0,Alabama,9,Trump,1999688,1172006,757560,58.609,37.884
1,Alaska,3,Trump,298143,164126,123359,55.049,41.376
2,Arizona,11,Trump,2847093,1448676,1293362,50.883,45.427
3,Arkansas,6,Trump,1088141,747104,296958,68.659,27.29
4,California,54,Biden,13621444,4758947,8339991,34.937,61.227
5,Colorado,10,Biden,2528912,1090181,1343442,43.109,53.123
6,Connecticut,7,Biden,1422031,622005,746731,43.741,52.512
7,Delaware,3,Biden,462780,196748,247538,42.514,53.489
8,Florida,30,Trump,7814547,4056748,3475825,51.913,44.479
9,Georgia,16,Trump,4217422,2224473,1825896,52.745,43.294
10,Hawaii,4,Biden,520370,202404,299830,38.896,57.619
11,Idaho,4,Trump,732981,488201,214276,66.605,29.233
12,Illinois,19,Biden,4885831,2088676,2589577,42.75,53.002
13,Indiana,11,Trump,2605080,1572302,935778,60.355,35.921
14,Iowa,6,Trump,1384052,821705,507217,59.37,36.647
15,Kansas,6,Trump,1268931,745230,470971,58.729,37.116
16,Kentucky,8,Trump,1855309,1227350,552688,66.153,29.79
17,Louisiana,8,Trump,1772196,999852,706681,56.419,39.876
18,Maine,4,Trump,684550,336894,320031,49.214,46.751
19,Maryland,10,Biden,2641288,891843,1648390,33.765,62.409
20,Massachusetts,11,Biden,2893336,953771,1819621,32.964,62.89
21,Michigan,15,Trump,4635262,2256331,2204333,48.678,47.556
22,Minnesota,10,Biden,2603095,1238256,1266898,47.569,48.669
23,Mississippi,6,Trump,1257189,720771,487685,57.332,38.792
24,Missouri,10,Trump,2824975,1571519,1152212,55.629,40.787
25,Montana,4,Trump,490262,299810,171791,61.153,35.041
26,Nebraska,5,Trump,746169,437674,277383,58.656,37.174
27,Nevada,6,Trump,1147817,591161,514029,51.503,44.783
28,New Hampshire,4,Biden,642624,304883,313404,47.443,48.769
29,New Jersey,14,Trump,3519469,1732783,1644081,49.234,46.714
30,New Mexico,5,Biden,821055,368279,422356,44.854,51.441
31,New York,28,Biden,7118010,3147116,3702094,44.213,52.01
32,North Carolina,16,Trump,3664609,1911738,1605566,52.168,43.813
33,North Dakota,3,Trump,334406,225266,96716,67.363,28.922
34,Ohio,17,Trump,4710029,2466909,2077521,52.376,44.108
35,Oklahoma,7,Trump,1547936,1012591,473643,65.416,30.598
36,Oregon,8,Biden,2063713,835711,1130787,40.496,54.794
37,Pennsylvania,19,Trump,5606265,2822066,2579560,50.338,46.012
38,Rhode Island,4,Biden,500550,218270,259878,43.606,51.918
39,South Carolina,9,Trump,1992438,1148580,768783,57.647,38.585
40,South Dakota,3,Trump,367691,221009,131902,60.107,35.873
41,Tennessee,11,Trump,2773299,1667572,986754,60.13,35.581
42,Texas,40,Trump,9930477,5168400,4388195,52.046,44.189
43,Utah,6,Trump,1228216,832294,346421,67.764,28.205
44,Vermont,3,Biden,314618,116208,184907,36.936,58.772
45,Virginia,13,Trump,3588506,1746111,1707372,48.658,47.579
46,Washington,12,Biden,3311624,1383106,1801170,41.765,54.389
47,West Virginia,4,Trump,701056,491903,181102,70.166,25.833
48,Wisconsin,10,Trump,2579243,1243960,1243145,48.23,48.198
49,Wyoming,3,Trump,219125,175212,35190,79.96,16.059
50,District of Columbia,3,Biden,400326,37970,348861,9.485,87.144
0,Alabama,9,Trump,1997974,1173137,754749,58.716,37.776
1,Alaska,3,Trump,298350,164580,123022,55.163,41.234
2,Arizona,11,Trump,2847240,1449685,1293084,50.915,45.415
3,Arkansas,6,Trump,1087079,746360,296518,68.657,27.277
4,California,54,Biden,13619321,4755438,8341256,34.917,61.246
5,Colorado,10,Biden,2528082,1088897,1343909,43.072,53.159
6,Connecticut,7,Biden,1421335,622490,746321,43.796,52.508
7,Delaware,3,Biden,462336,196676,247025,42.54,53.43
8,Florida,30,Trump,7814841,4057798,3473605,51.924,44.449
9,Georgia,16,Trump,4217783,2223840,1826148,52.725,43.296
10,Hawaii,4,Biden,520866,202101,300468,38.801,57.686
11,Idaho,4,Trump,733593,488173,214738,66.545,29.272
12,Illinois,19,Biden,4886211,2090625,2588064,42.786,52.967
13,Indiana,11,Trump,2605860,1571833,936837,60.319,35.951
14,Iowa,6,Trump,1383907,822460,506272,59.43,36.583
15,Kansas,6,Trump,1269026,745439,470446,58.741,37.071
